Species	State
Corynactis_californica	1
Corynactis_viridis	1
Coryne_cliffordi	0
Coryne_epizoica	0
Coryne_eximia	0
Coryne_muscoides	0
Coryne_pintneri	0
Coryne_pusilla	0
Coryne_uchidai	0
Craseoa_lathetica	0
Craspedacusta_sinensis	0
Craspedacusta_sowerbii	0
Craterolophus_convolvulus	0
Cricophorus_nutrix	1
Crossota_rufobrunnea	0
Crypthelia_cryptotrema	0
Crypthelia_trophostega	0
Cyanea_capillata	0
Cyclohelia_lamellata	0
Dactylanthus_antarcticus	1
Dentitheca_bidentata	0
Desmophyllum_pertusum	1
Diadumene_cincta	1
Diadumene_lineata	1
Dicoryne_conybearei	0
Diphasia_fallax	0
Discosoma_nummiforme	1
Distichopora_anceps	0
Distichopora_asulcata	0
Distichopora_borealis	0
Distichopora_irregularis	0
Distichopora_robusta	0
Distichopora_violacea	0
Dynamena_crisioides	0
Dynamena_pumila	0
Earleria_panicula	0
Ectopleura_crocea	0
Ectopleura_dumortierii	0
Ectopleura_larynx	0
Ectopleura_marina	0
Ectopleura_obypa	0
Ectopleura_wrighti	0
Eirene_brevistylus	0
Eirene_ceylonensis	0
Eirene_hexanemalis	0
Eirene_kambara	0
Eirene_lacteoides	0
Eirene_menoni	0
Eirene_pyramidalis	0
Eirene_viridula	0
Eleutheria_dichotoma	0
Epiactis_prolifera	1
Epiactis_ritteri	1
Epizoanthus_couchii	1
Errinopora_nanneca	0
Eucheilota_bakeri	0
Eucheilota_maculata	0
Eucheilota_menoni	0
Eudendrium_californicum	0
Eudendrium_capillare	0
Eudendrium_caraiuru	0
Eudendrium_carneum	0
Eudendrium_glomeratum	0
Eudendrium_racemosum	0
Eugymnanthea_inquilina	0
Eugymnanthea_japonica	0
Euphysa_aurata	0
Euphysa_intermedia	0
Euphysa_japonica	0
Euphysa_tentaculata	0
Eutima_curva	0
Eutima_diademata	0
Eutima_gegenbauri	0
Eutima_gracilis	0
Eutima_levuka	0
Eutima_sapinhoa	0
Eutonina_indicans	0
Exaiptasia_diaphana	1
Exocoelactis_actinostoloides	1
Forskalia_asymmetrica	0
Forskalia_edwardsi	0
Forskalia_formosa	0
Forskalia_tholoides	0
Galaxea_fascicularis	1
Gangliostoma_guangdongensis	0
Garveia_annulata	0
Garveia_grisea	0
Geryonia_proboscidalis	0
Glyphoperidium_bursa	1
Gonactinia_prolifera	1
Gonothyraea_inornata	0
Gonothyraea_loveni	0
Gymnopraia_lapislazula	0
Gyractis_sesere	1
Halcampa_duodecimcirrata	1
Halcampoides_purpureus	1
Halecium_beanii	0
Halecium_halecinum	0
Halecium_incertus	0
Halecium_labrosum	0
Halecium_lenticulare	0
Halecium_mediterraneum	0
Halecium_muricatum	0
Halecium_pusillum	0
Haliclystus_inabai	0
Haliclystus_stejnegeri	0
Haliscera_conica	0
Halistemma_rubrum	0
Halopteris_carinata	0
Halopteris_catharina	0
Halopteris_diaphana	0
Halopteris_liechtensternii	0
Halopteris_minuta	0
Hataia_parva	0
Hebella_venusta	0
Helgicirrha_brevistyla	0
Helgicirrha_malayensis	0
Heliofungia_actiniformis	0
Heteractis_aurora	1
Hippopodius_hippopus	0
Hormosoma_scotti	1
Hybocodon_chilensis	0
Hybocodon_prolifer	0
Hydra_canadensis	0
Hydra_circumcincta	0
Hydra_hymanae	0
Hydra_oligactis	0
Hydra_oxycnida	0
Hydra_polymorphus	0
Hydra_robusta	0
Hydra_sinensis	0
Hydra_utahensis	0
Hydra_viridissima	0
Hydra_vulgaris	0
Hydractinia_echinata	0
Hydractinia_symbiolongicarpus	0
Hydrallmania_falcata	0
Hydranthea_margarica	0
Hydrichthella_epigorgia	0
Hydrichthys_boycei	0
Hydrissa_sodalis	0
Idiellana_pristis	0
Inferiolabiata_lowei	0
Isactinernus_quadrilobatus	1
Isanthus_capensis	1
Isoparactis_ferax	1
Isotealia_antarctica	1
Janaria_mirabilis	0
Kirchenpaueria_pinnata	0
Koellikerina_fasciculata	0
Lafoea_dumosa	0
Laomedea_calceolifera	0
Laomedea_flexuosa	0
Laviactis_lucida	1
Lensia_conoidea	0
Lepidopora_polystichopora	0
Lepidotheca_chauliostylus	0
Leptohelia_flexibilis	0
Leptohelia_microstylus	0
Leuckartiara_octona	0
Lilyopsis_fluoracantha	0
Limnocnida_tanganjicae	0
Liponema_multiporum	1
Liriope_tetraphylla	0
Lizzia_blondina	0
Lobophyllia_hemprichii	1
Lovenella_assimilis	0
Lovenella_gracilis	0
Lucernaria_quadricornis	0
Lytocarpia_canepa	0
Macrorhynchia_philippina	0
Macrorhynchia_phoenicea	0
Maeotias_marginata	0
Magallana_gigas	0
Malagazzia_carolinae	0
Manania_gwilliami	0
Marrus_orthocanna	0
Melicertum_octocostatum	0
Metridium_senile	1
Mitrocomella_brownei	0
Mitrocomella_niwai	0
Modeeria_rotunda	0
Moerisia_inkermanica	0
Monobrachium_parasitum	0
Monostaechas_quadridens	0
Montastraea_cavernosa	1
Montipora_digitata	1
Morbakka_virulenta	0
Muggiaea_atlantica	0
Nanomia_bijuga	0
Nausithoe_atlantica	0
Nectadamas_diomedeae	0
Nectopyramis_natans	0
Nemalecium_lighti	0
Nemanthus_nitidus	1
Nemertesia_antennina	0
Nemopsis_bachei	0
Neoturris_breviconis	0
Obelia_bidentata	0
Obelia_dichotoma	0
Obelia_geniculata	0
Obelia_longissima	0
Octophialucium_indicum	0
Octophialucium_medium	0
Odessia_maeotica	0
Olindias_formosus	0
Olindias_muelleri	0
Olindias_sambaquiensis	0
Opercularella_lacerata	0
Orbicella_annularis	1
Orthopyxis_caliculata	0
Orthopyxis_crenata	0
Orthopyxis_everta	0
Orthopyxis_integra	0
Orthopyxis_mianzani	0
Orthopyxis_sargassicola	0
Oswaldella_grandis	0
Oswaldella_laertesi	0
Oswaldella_shetlandica	0
Oswaldella_stepanjantsae	0
Pachycordyle_pusilla	0
Palythoa_tuberculosa	1
Pantachogon_haeckeli	0
Paraconopora_anthohelia	0
Paragorgia_arborea	0
Parazoanthus_axinellae	1
Pelagia_noctiluca	0
Pennaria_disticha	0
Perarella_schneideri	0
Periphylla_periphylla	0
Phellia_gausapata	1
Phialella_quadrata	0
Phyllorhiza_punctata	0
Physalia_physalis	0
Pliobothrus_echinatus	0
Plumularia_duseni	0
Plumularia_filicaulis	0
Plumularia_habereri	0
Plumularia_hyalina	0
Plumularia_lagenifera	0
Plumularia_margaretta	0
Plumularia_mooreana	0
Plumularia_obliqua	0
Plumularia_pulchella	0
Plumularia_setacea	0
Plumularia_setaceoides	0
Plumularia_spiralis	0
Plumularia_strictocarpa	0
Podocoryna_borealis	0
Podocoryna_carnea	0
Podocoryna_exigua	0
Podocoryna_hayamaensis	0
Podocoryna_pruvoti	0
Podocorynoides_minima	0
Polyorchis_haplus	0
Polyorchis_penicillatus	0
Porites_astreoides	1
Porites_lutea	1
Porpita_porpita	0
Praya_dubia	0
Proboscidactyla_flavicirrata	0
Proboscidactyla_ornata	0
Protanthea_simplex	1
Pseudocrypthelia_pachypoma	0
Ptychogena_crocea	0
Pycnotheca_mirabilis	0
Ralpharia_gorgoniae	0
Rathkea_octopunctata	0
Rhacostoma_atlanticum	0
Rhizocaulus_verticillatus	0
Rhizorhagium_arenosum	0
Rhodactis_osculifera	0
Rhopalonema_velatum	0
Rhopilema_verrilli	0
Ricordea_florida	1
Rosacea_flaccida	0
Sagartia_troglodytes	1
Sagartiogeton_laceratus	1
Sagartiogeton_undatus	1
Salacia_desmoides	0
Sarsia_apicula	0
Sarsia_lovenii	0
Sarsia_princeps	0
Sarsia_striata	0
Sarsia_tubulosa	0
Savalia_savaglia	1
Schuchertinia_altispina	0
Schuchertinia_conchicola	0
Schuchertinia_milleri	0
Scolionema_suvaense	0
Scrippsia_pacifica	0
Sertularella_diaphana	0
Sertularella_distans	0
Sertularia_argentea	0
Sertularia_cupressina	0
Sertularia_marginata	0
Sertularia_moluccana	0
Sertularia_perpusilla	0
Sertularia_tumida	0
Sertularia_turbinata	0
Silicularia_rosea	0
Slabberia_halterata	0
Solanderia_ericopsis	0
Solanderia_secunda	0
Solmissus_marshalli	0
Solmundella_bitentaculata	0
Sphaerocoryne_agassizii	0
Stauridiosarsia_gemmifera	0
Stauridiosarsia_nipponica	0
Stauridiosarsia_ophiogaster	0
Stauridiosarsia_producta	0
Stauridiosarsia_reesi	0
Staurocladia_vallentini	0
Staurocladia_wellingtoni	0
Staurodiscus_gotoi	0
Stomolophus_meleagris	0
Strongylocentrotus_purpuratus	0
Stylantheca_papillosa	0
Stylaster_alaskanus	0
Stylaster_californicus	0
Stylaster_campylecus	0
Stylaster_duchassaingii	0
Stylaster_elassotomus	0
Stylaster_galapagensis	0
Stylaster_horologium	0
Stylaster_imbricatus	0
Stylaster_papuensis	0
Stylaster_roseus	0
Stylaster_sanguineus	0
Stylaster_sinuosus	0
Stylaster_verrillii	0
Sympagohydra_tuuli	0
Synhalcurias_elegans	1
Systemapora_ornata	0
Tamoya_haplonema	0
Taxella_gracilicaulus	0
Tetraplatia_volitans	0
Thecocodium_quadratum	0
Thuiaria_thuja	0
Thyroscyphus_marginatus	0
Thyroscyphus_ramosus	0
Tiaricodon_coeruleus	0
Tiaropsidium_kelseyi	0
Tiaropsis_multicirrata	0
Tima_formosa	0
Triactis_producta	1
Trichoplax_adhaerens	0
Tripedalia_cystophora	0
Tubularia_indivisa	0
Turritopsis_nutricula	0
Urticina_felina	1
Varitentacula_yantaiensis	0
Velella_velella	0
Velkovrhia_enigmatica	0
Zanclea_costata	0
Zanclea_prolifera	0
Zyzzyzus_warreni	0
