Species	State
Carybdea_brevipedalia	0
Carybdea_marsupialis	0
Carybdea_rastonii	1
Carybdea_xaymacana	0
Cassiopea_andromeda	0
Cassiopea_ornata	0
Cassiopea_xamachana	0
Catostylus_mosaicus	0
Cereus_pedunculatus	1
Ceriantheomorphe_brasiliensis	1
Ceriantheopsis_americana	1
Cerianthus_membranaceus	1
Charisea_saxicola	1
Chironex_fleckeri	1
Chiropsalmus_quadrumanus	1
Chrysaora_hysoscella	0
Chrysaora_quinquecirrha	0
Cladocarpus_integer	1
Cladocoryne_floccosa	0
Cladonema_radiatum	1
Clava_multicornis	0
Clavactinia_gallensis	0
Clavactinia_serrata	0
Clytia_elsaeoswaldae	1
Clytia_folleata	1
Clytia_gracilis	1
Clytia_hemisphaerica	1
Clytia_hummelincki	1
Clytia_linearis	1
Clytia_noliformis	1
Clytia_paulensis	1
Clytia_xiamenensis	1
Codonium_prolifera	0
Codonium_proliferum	0
Conopora_candelabrum	0
Copula_sivickisi	1
Corallimorphus_profundus	1
Cordylophora_caspia	0
Corymorpha_bigelowi	1
Corymorpha_glacialis	1
Corymorpha_groenlandica	1
Corymorpha_nutans	1
Corymorpha_pendula	1
Corymorpha_sarsii	1
Corynactis_californica	1
Corynactis_viridis	1
Coryne_cliffordi	0
Coryne_epizoica	0
Coryne_eximia	0
Coryne_muscoides	0
Coryne_pintneri	0
Coryne_pusilla	0
Coryne_uchidai	0
Craseoa_lathetica	1
Craspedacusta_sinensis	1
Craspedacusta_sowerbii	1
Craterolophus_convolvulus	0
Cricophorus_nutrix	1
Crossota_rufobrunnea	0
Crypthelia_cryptotrema	0
Crypthelia_trophostega	0
Cyanea_capillata	0
Cyclohelia_lamellata	0
Dactylanthus_antarcticus	0
Dentitheca_bidentata	1
Desmophyllum_pertusum	1
Diadumene_cincta	0
Diadumene_lineata	1
Dicoryne_conybearei	0
Diphasia_fallax	1
Discosoma_nummiforme	1
Distichopora_anceps	0
Distichopora_asulcata	0
Distichopora_borealis	0
Distichopora_irregularis	0
Distichopora_robusta	0
Distichopora_violacea	0
Dynamena_crisioides	1
Dynamena_pumila	1
Earleria_panicula	1
Ectopleura_crocea	1
Ectopleura_dumortierii	1
Ectopleura_larynx	1
Ectopleura_marina	1
Ectopleura_obypa	1
Ectopleura_wrighti	1
Eirene_brevistylus	1
Eirene_ceylonensis	1
Eirene_hexanemalis	1
Eirene_kambara	1
Eirene_lacteoides	1
Eirene_menoni	1
Eirene_pyramidalis	1
Eirene_viridula	1
Eleutheria_dichotoma	1
Epiactis_prolifera	1
Epiactis_ritteri	1
Epizoanthus_couchii	1
Errinopora_nanneca	0
Eucheilota_bakeri	1
Eucheilota_maculata	1
Eucheilota_menoni	1
Eudendrium_californicum	1
Eudendrium_capillare	1
Eudendrium_caraiuru	1
Eudendrium_carneum	1
Eudendrium_glomeratum	1
Eudendrium_racemosum	1
Eugymnanthea_inquilina	1
Eugymnanthea_japonica	1
Euphysa_aurata	1
Euphysa_intermedia	1
Euphysa_japonica	1
Euphysa_tentaculata	1
Eutima_curva	1
Eutima_diademata	1
Eutima_gegenbauri	1
Eutima_gracilis	1
Eutima_levuka	1
Eutima_sapinhoa	1
Eutonina_indicans	1
Exaiptasia_diaphana	1
Exocoelactis_actinostoloides	1
Forskalia_asymmetrica	0
Forskalia_edwardsi	0
Forskalia_formosa	0
Forskalia_tholoides	0
Galaxea_fascicularis	1
Gangliostoma_guangdongensis	0
Garveia_annulata	0
Garveia_grisea	0
Geryonia_proboscidalis	0
Glyphoperidium_bursa	1
Gonactinia_prolifera	1
Gonothyraea_inornata	1
Gonothyraea_loveni	1
Gymnopraia_lapislazula	1
Gyractis_sesere	1
Halcampa_duodecimcirrata	1
Halcampoides_purpureus	1
Halecium_beanii	1
Halecium_halecinum	1
Halecium_incertus	1
Halecium_labrosum	1
Halecium_lenticulare	1
Halecium_mediterraneum	1
Halecium_muricatum	1
Halecium_pusillum	1
Haliclystus_inabai	0
Haliclystus_stejnegeri	0
Haliscera_conica	0
Halistemma_rubrum	0
Halopteris_carinata	1
Halopteris_catharina	1
Halopteris_diaphana	1
Halopteris_liechtensternii	1
Halopteris_minuta	1
Hataia_parva	1
Hebella_venusta	1
Helgicirrha_brevistyla	1
Helgicirrha_malayensis	1
Heliofungia_actiniformis	1
Heteractis_aurora	1
Hippopodius_hippopus	1
Hormosoma_scotti	1
Hybocodon_chilensis	1
Hybocodon_prolifer	0
Hydra_canadensis	0
Hydra_circumcincta	0
Hydra_hymanae	0
Hydra_oligactis	0
Hydra_oxycnida	0
Hydra_polymorphus	0
Hydra_robusta	0
Hydra_sinensis	0
Hydra_utahensis	0
Hydra_viridissima	0
Hydra_vulgaris	0
Hydractinia_echinata	0
Hydractinia_symbiolongicarpus	0
Hydrallmania_falcata	1
Hydranthea_margarica	1
Hydrichthella_epigorgia	0
Hydrichthys_boycei	0
Hydrissa_sodalis	0
Idiellana_pristis	1
Inferiolabiata_lowei	0
Isactinernus_quadrilobatus	1
Isanthus_capensis	1
Isoparactis_ferax	1
Isotealia_antarctica	1
Janaria_mirabilis	0
Kirchenpaueria_pinnata	1
Koellikerina_fasciculata	0
Lafoea_dumosa	1
Laomedea_calceolifera	1
Laomedea_flexuosa	1
Laviactis_lucida	0
Lensia_conoidea	1
Lepidopora_polystichopora	0
Lepidotheca_chauliostylus	0
Leptohelia_flexibilis	0
Leptohelia_microstylus	0
Leuckartiara_octona	1
Lilyopsis_fluoracantha	1
Limnocnida_tanganjicae	0
Liponema_multiporum	1
Liriope_tetraphylla	0
Lizzia_blondina	0
Lobophyllia_hemprichii	1
Lovenella_assimilis	1
Lovenella_gracilis	1
Lucernaria_quadricornis	0
Lytocarpia_canepa	1
Macrorhynchia_philippina	1
Macrorhynchia_phoenicea	1
Maeotias_marginata	0
Magallana_gigas	0
Malagazzia_carolinae	1
Manania_gwilliami	0
Marrus_orthocanna	0
Melicertum_octocostatum	1
Metridium_senile	1
Mitrocomella_brownei	1
Mitrocomella_niwai	1
Modeeria_rotunda	0
Moerisia_inkermanica	0
Monobrachium_parasitum	0
Monostaechas_quadridens	1
Montastraea_cavernosa	0
Montipora_digitata	1
Morbakka_virulenta	1
Muggiaea_atlantica	1
Nanomia_bijuga	0
Nausithoe_atlantica	0
Nectadamas_diomedeae	1
Nectopyramis_natans	1
Nemalecium_lighti	1
Nemanthus_nitidus	1
Nemertesia_antennina	1
Nemopsis_bachei	0
Neoturris_breviconis	1
Obelia_bidentata	1
Obelia_dichotoma	1
Obelia_geniculata	1
Obelia_longissima	1
Octophialucium_indicum	1
Octophialucium_medium	1
Odessia_maeotica	0
Olindias_formosus	1
Olindias_muelleri	1
Olindias_sambaquiensis	1
Opercularella_lacerata	1
Orbicella_annularis	1
Orthopyxis_caliculata	1
Orthopyxis_crenata	1
Orthopyxis_everta	1
Orthopyxis_integra	1
Orthopyxis_mianzani	1
Orthopyxis_sargassicola	1
Oswaldella_grandis	1
Oswaldella_laertesi	1
Oswaldella_shetlandica	1
Oswaldella_stepanjantsae	1
Pachycordyle_pusilla	0
Palythoa_tuberculosa	1
Pantachogon_haeckeli	0
Paraconopora_anthohelia	0
Paragorgia_arborea	1
Parazoanthus_axinellae	1
Pelagia_noctiluca	0
Pennaria_disticha	1
Perarella_schneideri	1
Periphylla_periphylla	0
Phellia_gausapata	1
Phialella_quadrata	1
Phyllorhiza_punctata	0
Physalia_physalis	0
Pliobothrus_echinatus	0
Plumularia_duseni	1
Plumularia_filicaulis	1
Plumularia_habereri	1
Plumularia_hyalina	1
Plumularia_lagenifera	1
Plumularia_margaretta	1
Plumularia_mooreana	1
Plumularia_obliqua	1
Plumularia_pulchella	1
Plumularia_setacea	1
Plumularia_setaceoides	1
Plumularia_spiralis	1
Plumularia_strictocarpa	1
Podocoryna_borealis	0
Podocoryna_carnea	0
Podocoryna_exigua	0
Podocoryna_hayamaensis	0
Podocoryna_pruvoti	0
Podocorynoides_minima	0
Polyorchis_haplus	0
Polyorchis_penicillatus	1
Porites_astreoides	1
Porites_lutea	1
Porpita_porpita	0
Praya_dubia	1
Proboscidactyla_flavicirrata	1
Proboscidactyla_ornata	1
Protanthea_simplex	1
Pseudocrypthelia_pachypoma	0
Ptychogena_crocea	0
Pycnotheca_mirabilis	1
Ralpharia_gorgoniae	1
Rathkea_octopunctata	0
Rhacostoma_atlanticum	0
Rhizocaulus_verticillatus	1
Rhizorhagium_arenosum	0
Rhodactis_osculifera	1
Rhopalonema_velatum	0
Rhopilema_verrilli	0
Ricordea_florida	1
Rosacea_flaccida	1
Sagartia_troglodytes	1
Sagartiogeton_laceratus	1
Sagartiogeton_undatus	1
Salacia_desmoides	1
Sarsia_apicula	0
Sarsia_lovenii	0
Sarsia_princeps	0
Sarsia_striata	0
Sarsia_tubulosa	0
Savalia_savaglia	1
Schuchertinia_altispina	0
Schuchertinia_conchicola	0
Schuchertinia_milleri	0
Scolionema_suvaense	1
Scrippsia_pacifica	0
Sertularella_diaphana	1
Sertularella_distans	1
Sertularia_argentea	1
Sertularia_cupressina	1
Sertularia_marginata	1
Sertularia_moluccana	1
Sertularia_perpusilla	1
Sertularia_tumida	1
Sertularia_turbinata	1
Silicularia_rosea	1
Slabberia_halterata	0
Solanderia_ericopsis	0
Solanderia_secunda	0
Solmissus_marshalli	0
Solmundella_bitentaculata	0
Sphaerocoryne_agassizii	0
Stauridiosarsia_gemmifera	0
Stauridiosarsia_nipponica	0
Stauridiosarsia_ophiogaster	0
Stauridiosarsia_producta	0
Stauridiosarsia_reesi	0
Staurocladia_vallentini	1
Staurocladia_wellingtoni	1
Staurodiscus_gotoi	1
Stomolophus_meleagris	0
Strongylocentrotus_purpuratus	0
Stylantheca_papillosa	0
Stylaster_alaskanus	0
Stylaster_californicus	0
Stylaster_campylecus	0
Stylaster_duchassaingii	0
Stylaster_elassotomus	0
Stylaster_galapagensis	0
Stylaster_horologium	0
Stylaster_imbricatus	0
Stylaster_papuensis	0
Stylaster_roseus	0
Stylaster_sanguineus	0
Stylaster_sinuosus	0
Stylaster_verrillii	0
Sympagohydra_tuuli	0
Synhalcurias_elegans	1
Systemapora_ornata	0
Tamoya_haplonema	0
Taxella_gracilicaulus	1
Tetraplatia_volitans	0
Thecocodium_quadratum	0
Thuiaria_thuja	1
Thyroscyphus_marginatus	1
Thyroscyphus_ramosus	1
Tiaricodon_coeruleus	1
Tiaropsidium_kelseyi	1
Tiaropsis_multicirrata	1
Tima_formosa	1
Triactis_producta	1
Trichoplax_adhaerens	0
Tripedalia_cystophora	0
Tubularia_indivisa	1
Turritopsis_nutricula	0
Urticina_felina	1
Varitentacula_yantaiensis	0
Velella_velella	1
Velkovrhia_enigmatica	1
Zanclea_costata	1
Zanclea_prolifera	1
Zyzzyzus_warreni	1
